INPP1	 LIG1,DYNLL1,CA2,PLCZ1,PLCG2,PLCG1,PLCE1,INPPL1,STUB1,INPP4B
NAB1	 CDKN1A,LRP2,LRP10,LRP11,LRP12,LRP3,MUC2,LRP1,LRP6,PMPCB
GLS	 QRICH2,QRICH1,GCG,SNTA1,MYC,SP1,MYLIP,EIF5A,MCOLN1,CA2
STAT1	 IFNG,IL6,JAK2,IRF6,IFNB1,STAT1,JAK1,TNF,STAT3,SOCS1
STAT4	 IL12B,IL12A,IFNG,IL4,IL2,IL21,IL18,IL6,IFNB1,IL15
MYO1B	 MYH10,MYH9,MYO3B,MYO1C,ARPC1A,SYNPO,HSPA9,HSPA8,SRSF10,DBN1
NABP1	 INTS3,NABP2,INTS5,INIP,UBC
SDPR	 CA2,PLEKHF2,NUDT18,PRKCA,PRKCDBP,ACTN1,PLEK,UBC,NPM1,RDX
SLC39A10	 MTF1,NAPG,RAPGEF4,UBC
DNAH7	 DNALI1,DYNC2LI1,DNAH3,DNAH1,DNAH6,DNAH14,DNAH17,DNAH10,DNAH11,DNAH12
STK17B	 RPS24,CHP1,STK17B,APP,UBC,HOXA9
HECW2	 SMAD1,TP73,FBXL15,TP53,APRT,UBC
GTF3C3	 GTF3C5,GTF3C4,BRF1,GTF3C2,GTF3C1,GTF3C6,BDP1,TOP1,CPSF2,CPSF1
PGAP1	 SIRT3,HSPA6,HSPA5,AHCTF1,HSPA9,DHCR7,SBF1,SFMBT1,AFG3L2,UQCRH
ANKRD44	 PPP6C,USP6,PLK1,ANKRD52,ANKRD28,HECTD1,HSPA4,SAV1,DCTPP1,BORA
SF3B1	 U2AF1,SF3B6,SF3B3,SMAD9,SMAD5,SF3B4,SF3B2,SNRPD3,SNRPD2,SNRPD1
COQ10B	 UBC
HSPD1	 TNF,IFNG,EPHB2,IL6,HSPE1,RELA,IRF6,IL10,NFKB1,HSPA9
HSPE1	 HSPD1,ATP5O,SAT1,ALDH2,UNC119,VCL,GBP2,ZHX1,C14orf1,APLP1
HSPE1-MOB4	 UBC
MOB4	 FADD,CCDC85B,MYL6,PAICS,CRMP1,MED31,SCMH1,KIDINS220,PLEKHM1,UBE2V2
MARS2	 PFDN5,APP,TATDN1,AIMP1,YARS,EPRS
BOLL	 DAZ1
PLCL1	 RHOA,CA2,RHO,GABRG2,GABRB2,GABRA1,EGF,UBC,GNA11,MEOX2
SATB2	 RUNX2,HDAC1,TP63,TAF1,SP1,REST,PIAS1,UBC,MTA2
C2orf69	 HIST1H4A,AGL,ADNP,ACP2,SSH1,FMN1,ZCCHC11,CHAF1A,CHAF1B,HIST1H2AE
SPATS2L	 CSNK2A1,SUMO1,UBC
KCTD18	 APP,CUL3,COPS6,UBC,COPS5
AOX1	 RCHY1,RBL1,CRKL,ACOX1,ABCA1,GK,XDH
BZW1	 PRKDC,DCTN1,EEF2,BZW2,EDEM1,GCN1L1,CDC5L,MAGI1,SRSF2,CMYA5
CLK1	 YWHAG,PIAS4,SRSF1,PRPF4,PDP1,GOLM1,PPIG,CLK1,UBL5,SRSF6
PPIL3	 SLU7,PCBP1,MOV10,NCBP1,NCBP2,SUMO1,SRSF9,PRPF4B,CCS,SF1
NIF3L1	 DCTPP1,NUDT21,RABAC1,MAPRE2,TSC22D4,KCTD17,VIM,ENOX1,DMRTB1,DCTD
ORC2	 MCM2,MCM4,CDC6,CDC5L,MCM7,MCM6,MCM5,MCM3,MCM8,RPA2
FAM126B	 DEXI,ELOF1,EPB41L4A,CCDC28A,FAM71C,ANAPC15,C12orf45,EIF1AY,PPP2R3B,DRAP1
NDUFB3	 NDUFB9,NDUFB7,NDUFV3,ATP5C1,MT-ND1,MT-ND4,NDUFB11,NDUFC1,NDUFA11,NDUFA6
CFLAR	 CASP8,CASP10,CASP12,CASP14,CASP16,CASP6,CASP7,CASP4,CASP5,CASP2
CASP10	 BCL2,BAX,FAS,TNF,PARP1,PARP14,PARP15,PARP12,PARP10,PARP16
CASP8	 BCL2,BAX,FAS,TNF,PARP1,PARP14,PARP15,PARP12,PARP10,PARP16
ALS2CR12	 SULT2B1,SRC,PIK3R1
TRAK2	 GABRB2,OGT,KCNJ2,TRAK1,NLK
STRADB	 STK11,CAB39,STRADA,MAP3K7,TRAF6,XIAP,SMARCC1,PRKAG1,PRKAG3,PRKAG2
ALS2CR11	 SSSCA1,TEX11,VIM,MCM6,CCDC85B,SFN,CREB1,BEGAIN
TMEM237	 WNT3,WNT2,WNT1,PRNP,WNT6,WNT4,WNT16,WNT11,UBC
MPP4	 FASLG,MPP5,CRB1
ALS2	 SOD1,SOD3,SOD2,RAC1,YWHAB,IGF1,TGM2,SDC3,SELPLG,CIAO1
CDK15	 CDKN1A,IFI27,TMED7,CDKN1B,PCNA,TP53,CIB1,CDKN2A,CDKN1C,CDK2
FZD7	 WNT11,DVL2,WNT5A,WNT3A,WNT2B,CTNNB1,UBQLN1,UBQLN4,WNT3,WNT2
SUMO1	 UBE2I,SENP2,UBA2,RANGAP1,HIPK2,DNMT3B,SP100,TNFRSF1A,MDM2,RAD51
NOP58	 NHP2L1,FBL,NOLC1,EBNA1BP2,NOC4L,NCL,DDX52,PWP1,RSL1D1,U2AF1
BMPR2	 BMP2,BMP4,BMPR1B,BMP7,BMP6,BMP5,BMP3,BMP1,BMPR2,BMP10
FAM117B	 DYNLL1,FOXK1,DYNLL2,ENAH,KIAA0232,NARG2,EP400,TECR,RBL1,AKAP11
WDR12	 PES1,BOP1,PDCD11,DDX54,DDX55,RBM34,RPF1,RPF2,RBM28,NVL
CARF	 LMO3,MDM2,BDNF,CDKN2A,APP,HNRNPA1
NBEAL1	 UBC
CYP20A1	 APP
ABI2	 WASF1,PCM1,ABL1,VCL,IFT20,CCDC53,KRT20,NCK2,SNAP23,KRT15
RAPH1	 SIAH1,PHB,ENAH,UBC,VASP,DNMBP,SH3KBP1
CD28	 IL2,IFNG,CD4,RELA,NFKB1,IL4,CTLA4,TNF,CD40LG,CD8A
CTLA4	 IL2,CD28,CD4,IFNG,IL10,IDO1,IL2RA,TNF,IL4,FOXP3
ICOS	 IL10,IL4,IFNG,IL2,CD28,TNF,CD4,FOXP3,IL21,RC3H1
PARD3B	 YWHAG,SFN,SMURF1,INSC,SMAD4,SMAD7,PARD6B,SMAD2,SMAD3,SMAD1
NRP2	 VEGFA,PGF,FLT1,SEMA3F,PLXNA1,SEMA3B,FLT4,KDR,FIGF,SEMA3C
INO80D	 RUVBL1,INO80,MCRS1,RUVBL2,NFRKB,INO80C,INO80E,INO80B,ACTR5,ACTL6A
NDUFS1	 NDUFV3,NDUFV2,NDUFV1,NDUFA12,NDUFB9,NDUFB5,NDUFA9,CASP3,NDUFS2,NDUFS7
EEF1B2	 EEF1A1,EEF1G,EEF1A2,TIMP1,EEF1D,AARS,HARS,CSNK2A1,ULK2,ITGA4
SNORA41	 EEF1A1P9,EEF1A1,EEF1A2,DNAJC2,EEF1A1P6,HBS1L
GPR1	 MAPK3,MAPK1,MAPK14,MAPK15,MAPK10,MAPK11,MAPK12,MAPK13,MAPK6,MAPK7
ZDBF2	 SOX2,PPP1CC,UBC,CSNK1A1,PPP1CA
ADAM23	 EGFR,NOTCH2,TNF,NOTCH1,NOTCH3,NOTCH4,WNT6,ADAM10,WNT4,ITGB3
FASTKD2	 ICT1,TRAF6,TSC22D1,IRF2BP2,UBC,MYC,PHLDA3
CPO	 EPHB2,ACHE,GATA1
KLF7	 FBXO38,CDKN1A,PPARG,CCND1,SELE,NTRK1,HBB,VCAM1,NFKB1,RELA
CREB1	 PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKACB,PRKACG,EPHB2,MAPK3,MAPK1,MAPK15
METTL21A	 BAG3,HSPA8,HSPH1,HSPA5,HSPA2,ZBED8,CCDC88A,HSPA9,HSPA4,HSPA4L
CCNYL1	 UBC
FZD5	 LRP6,WNT5A,WNT3A,GSK3B,FZD6,DVL2,DVL3,DVL1,RPS6KA6,GNAO1
PLEKHM3	 UBC
CRYGD	 CRYGD,CRYGC,CRYAB,CRYAA
CRYGC	 CRYAA,CRYBB2,HSPB1,CRYGC,HSPB2,CRYAB,MIP,CRYGD
CRYGA	 EGR1
IDH1	 CA2,PRL,IDH1,ZHX1,IDH2,MDH1,ITPA,CISH,SUMO4,MCOLN1
PIKFYVE	 AKT1,AKT2,AKT3,VAC14,SLC2A4,INS,PPP6C,RABEPK,MED6,MED7
PTH2R	 CALM1,PTH,GRHPR,PTH1R,RXFP2,GHRHR,GHRH,RAMP2,PTH2R,TSHB
MAP2	 CALM2,CALM3,CALM1,CAPN7,CAPN6,CAPN5,CAPN3,CAPN2,CAPN1,CAPN9
UNC80	 NTN1,RAC1,NTN3,NTN4,NTN5,RAC2,RAC3,SAX2,CCL28,SAX1
RPE	 EXOSC10,TNF,FGF2,IFNG,VEGFA,RPE,CCL2,IL1A,IL1B,IGF1
KANSL1L	 KANSL2,KANSL1,OPTN,OGT,KAT2B,KAT2A,CREBBP,EP300,JADE3,ELP2
ACADL	 RXRG,RXRA,RXRB,GJA1,UBC,PPARG,PPARD,PPARA
MYL1	 CA2,CALM3,RHO,CALM2,CALM1,MYLK,ATP5O,ROCK1,ROCK2,MYO19
LANCL1	 IRF6,IFNG,IL12B,IL12A,IL10,NFKB1,RELA,IRF8,TNF,MAPK14
CPS1	 ARAF,RAF1,YWHAQ,HIST1H4A,HSPA9,ACTA2,YWHAZ,YWHAB,PCBP1,HSPA1A
ERBB4	 NRG1,NRG2,SHC1,GRB2,DLG3,ERBB2,SNTB2,NRG3,NRG4,DLG2
IKZF2	 IKZF1,SIN3A,CHD4,HDAC1,HDAC2,IKZF4,IKZF2,UBC,SIN3B,ZCCHC11
SPAG16	 SPAG6,BAG3,MEIG1
BARD1	 BRCA1,XRCC6,IKBKAP,ING5,GIT1,BARD1,TCERG1,FEZ1,SETDB1,BRD7
ABCA12	 APOA1,VCL,UBC
ATIC	 ATIC,IKBKE,HNRNPDL,NME2,CDK2,UBA1,STOM,NDUFAF1,PSTPIP1,CTH
FN1	 ITGB3,FN1,ITGB6,ITGAV,SMAD4,TGM2,ITGB7,TLN1,GSN,THBS1
MREG	 UBC
PECR	 PECR,ISL1,ESR2,ESR1,AGPS,PEX10,PEX13,PEX12,PEX14,DHRS4
TMEM169	 WNT3,WNT2,WNT1,WNT6,WNT4,WNT16,WNT11,UBC
XRCC5	 EPHB2,XRCC6,PRKAR2A,PRKAR2B,PRKACG,PRKACB,PRKAR1A,PRKAR1B,PARP1,AKT1
MARCH4	 CD4,ULBP1
SMARCAL1	 RPA2,RPA1,SARS2,KDM1A,RAD17,RAD1,PLK1,C10orf2,RAD9A,KHDRBS1
RPL37A	 RPL24,RPL14,RPL15,RPL13,RPL19,RPL7,RPL7A,RPL23A,RPL27A,RPS3A
IGFBP2	 IGF1,IGF2,INS,IGFBP3,IGFBP4,IGFBP1,IGFBP5,TGFB1,EGF,IGFBP2
IGFBP5	 IGF1,IGF2,INS,PTH,IGFBP2,IGFBP3,EGF,IGFBP4,TGFB1,GH1
TNP1	 CFP,VEGFA,CD79A,IRF6,ATP5O,IL2,CA2,CDKN1A,FGF9,FGF6
DIRC3	 SNORD21,RPL37A,RPL8,RPLP0,RPL4,RPL5,RPL37AP8,RPL30,RPL11,RPL18
TNS1	 PTK2,NPHP1,TNS1,DLC1,BCAR1,EGF,KLF10,OSGEP,VCL,TNF
CXCR2	 IL8,CXCL12,CXCL2,CXCL8,CXCL10,CXCL1,CXCL3,CXCL6,TNF,CXCL11
CXCR1	 IL8,CXCL12,GNAI2,CXCL8,CXCL10,CXCL6,IRF6,PPBP,CXCL11,CXCL13
ARPC2	 WAS,WASL,ARPC4,ACTR3,ARPC3,ACTR2,ARPC1B,CTTN,ARPC5,ARPC1A
GPBAR1	 PTH1R,RXFP2,GHRHR,GHRH,RAMP2,PTH2R,TSHB,RLN3,MC2R,PTHLH
AAMP	 NELFCD,GABARAPL2,TK1,NOD2,C8orf33,MAP1LC3B,HSF1,DHPS,UBC,PSEN2
TMBIM1	 RCHY1,SOCS5,SRPRB,UBC
PNKD	 MAGEA11,ILK,HSPA6,FKBP8,SDF4,CAMK1,SPTLC1,SV2A,IRAK1,WDR6
CATIP	 APP
SLC11A1	 DNMT3B,NOS2,CDKN2A,GNRH1,SPI1,ZBTB17,IRF8
CTDSP1	 CDCA3,GTF2F1,POLR2A,SNAI1,HLA-DRA,MIR124-1,REST,LDB1,AR,UBC
VIL1	 TEX11,PPM1B,PLCG1,JAK3,SLC9A1,ACTA1,SRC,VIL1,VCP,IL2
USP37	 FBXW11,SKP1,KRT84,CUL1,BTRC,ALB,CLPX,ZRANB1,PLK1,NUDC
PLCD4	 TRIM39,IPO11,OCRL,PI4KA,PLCZ1,EGFR,PIP5K1A,PLCG2,PLCG1,PI4K2B
ZNF142	 TP53,NGF,MAPK14,TNF,CHMP5,UBC
BCS1L	 DDX24,DNAJA1,UQCRFS1,MRPL10,UCKL1,COL4A3BP,MT-CYB,UBC,LETM1,RANGAP1
RNF25	 UBE2D3,NKD2,UBE2E1,UBE2D4,TRIM27,UBE2D2,UBE2E3,UBE2D1,UBE2L6,UBE2E2
STK36	 CALM3,CALM2,CALM1,INS,CA2,GLI1,TGFB1,SUFU,EGF,GLI2
TTLL4	 UBC
CYP27A1	 RXRG,PRDX4,ALB,RXRA,RXRB,PPARA,PPARG
PRKAG3	 STK11,PRKAB2,PRKAB1,PRKAA1,CAB39,PRKAA2,TSC2,TSC1,PPARGC1A,RPTOR
WNT6	 CTNNB1,DKK1,TCF4,TCF7,TCF3,LRP6,TCF15,TCF19,TCF25,TCF12
WNT10A	 FZD10,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9
CDK5R2	 ACTN1,CDK5,CDK5R1,CAMK2A,CHN1,CDK5R2,ACTB
FEV	 IRF6,ARCN1,HSF1,SLC6A4,SP1,ASCL1,TPH2,HTR1A,NKX2-2,TPH1
CRYBA2	 CALCOCO1,CRYBB2,CRYBB1,TRIP13,CRYBB3
IHH	 PTHLH,BMP2,BMP10,BMP15,BMP7,BMP6,BMP5,BMP4,BMP3,BMP1
NHEJ1	 NHEJ1,LIG4,XRCC4,XRCC5,NAA20,XRCC6BP1,PRKDC,H2AFX,UBC,POLM
SLC23A3	 IGF1R
CNPPD1	 UBC
FAM134A	 KIAA1377,CHD3,MAP1LC3B
ZFAND2B	 DAZAP2,PSMA1,ZFAND2B,UBC
ABCB6	 PIK3R3,TOLLIP,TSG101,FAM115A,ITCH,ANKRD13A,BIRC2,WRNIP1,SLC25A37,TOMM40
ATG9A	 SRCAP,EIF5,TBK1,MAPK6,LETM1,MAPK14,PES1,TGOLN2,IKBKE,FMR1
ANKZF1	 NRSN2,AURKB,CA2,CTTN,UBE4B,DNAJB11,VCP,RAD23B,HRSP12,CARM1
GLB1L	 PPP1CC,APP
STK16	 CALM3,CALM2,CALM1,INS,CA2,TGFB1,EGF,ADAMTSL4,PIK3CA,RPIA
TUBA4A	 TUBB,TUBB2A,TUBB4B,TUBB3,TUBB6,TBCE,TCP1,TUBB2B,DYNC1H1,MAPRE1
TUBA4B	 TUBB3,IKBKG,MAPRE1,TUBB8,TUBA1A,MAP1B,TUBB,GAS8,TUBB6,TUBB4B
DNAJB2	 SMAD4,UBA52,RPS27A,UBQLN1,HSPA8,HDAC11,ERRFI1,HSPA6,HSPA5,HSPA2
PTPRN	 SNTB2,PTPRS,UBQLN4,SPTBN4,NOS1,MADD,PTPRT,SNX19,PPIA,CAPN2
DNPEP	 MDFI,SAT1,ADAMTSL4,KRT31,KRT36,AGT,KRT82,KIF4A,DBNL,KRT33A
DES	 PRL,ESR1,CA2,ATP5O,IGF1,ESR2,HOXA10,DSP,VEGFA,INS
SPEG	 MYC,FAM122B,AMOTL2,LRPPRC,MFGE8,HSPA8,ERBB2IP,DOCK7,RCOR3,SPATA31E1
GMPPA	 GMPPB,CDR2,FLCN,IPO5,UBC,TOE1,FNIP1,GABARAPL2,GMPPA,PRKAA1
CHPF	 SMAD9,SKIL,EXOSC10,PIN1,EXOSC6,BTRC,ARHGEF5,BCAN,DCN,NCAN
TMEM198	 WNT3,WNT2,WNT1,WNT6,WNT4,WNT16,WNT11
OBSL1	 CCDC8,ALB,FBXW8,TTN,AP1M1,IGHG1,AGA,CTAGE5,APOA4,APOA1
INHA	 ACVR2A,GATA4,INHBA,TGFBR3,NR5A1,GATA1,ACVR1,IGSF1,INHBB,INHBC
STK11IP	 SMAD4,STK11,TLR4,TLR9,TRAF3,TOLLIP,UBE2DNL,UGGT1,CLGN,UBC
SLC4A3	 ANK1,CA2,CA4,CAPZB,PRKCE,UBC
EPHA4	 EFNA1,NGEF,EFNA3,EPHA4,EFNA5,IKBKG,MAPK3,RAC1,EFNA2,SRC
PAX3	 WNT1,WNT6,SOX10,FGF8,WNT3,WNT2,WNT4,MITF,WNT16,WNT11
FARSB	 FARSA,SUPT5H,ITGA4,GART,SF1,UBA5,HDGF,SET,RPLP1,RPLP0
ACSL3	 NDRG1,SPG20,ACSL1,ACSL4,TMEM173,OSM,PPARG,PPARA,RXRG,RXRA
KCNE4	 KCNQ1,KCNE1,PRKCA,KCNA1,TSNAX,KCND2,OBSL1,FLNA,KCNIP2
SCG2	 NGF,TNF,IFNG,GNRH1,IL12B,IL12A,UBQLN4,ANXA6,CSF2,ADCYAP1
AP1S3	 AP1B1,AP1S2,AP1M2,AP1M1,AP1S1,ARF1,PRKAG1,AP1G1,CD74,B2M
WDFY1	 L3HYPDH,UBQLN1,TXNL4A
MRPL44	 MRPL41,MRPL13,MRPL19,MRPL37,MRPL38,VIM,MRPL40,MRPL46,MRPL49,MRPL27
SERPINE2	 PLG,TNF,TGFB1,IL1B,IL13,TGFB2,FGF9,IL33,IL31,IL21
FAM124B	 MDFI,EFEMP2,TRIM37,TRIP6,CCDC85B,STAMBP,ACTN4
CUL3	 RBX1,KLHL12,GPS1,CDT1,CUL1,UBXN7,KLHL20,KLHL22,SUMO3,COPS8
DOCK10	 LURAP1,RAC1,CDC42,RAC2,RAC3,PAK1,RHOJ,UBC
IRS1	 INS,IGF1,AKT1,AKT2,AKT3,PI3,TNF,IGF2,MTOR,PIK3R1
RHBDD1	 FBXO25,UBC
COL4A4	 TGFB1,MMP9,COL4A5,COL4A3,ITGAV,ITGA2,COL4A6,CA2,ITGB3,PLAU
COL4A3	 TGFB1,MMP9,ITGAV,ITGB3,COL4A5,COL4A4,PLAU,MFAP2,ITGB1,CA2
MFF	 MFF,DENR,YWHAQ,DDX28,UBC,DNM1L,EGF,ILF3
TM4SF20	 BBS1
AGFG1	 EPS15,EPS15L1,ITGA4,XPO1,APC,VAMP7,AGFG1,UBL5,HIST1H4A,CRKL
SLC19A3	 TAB2,C3orf38,CREB3L4,CREB3
CCL20	 TNF,IL17A,IL1B,IRF6,IL1A,RELA,CCR6,MAPK3,MAPK1,NFKB1
DAW1	 SUMO1,DYRK2,SRPK1,SRPK2
SPHKAP	 SPHK1,SPHKAP
PID1	 CUBN,LRP1,EGR1,LRP4
DNER	 PTN,AP1G1,PSEN1,NCSTN,APH1B,APH1A,DTX1,NOTCH1,ZNF24,PSENEN
TRIP12	 SMAD9,CLSTN1,CARNS1,RELA,ATF7IP,ARF3,ARF1,THRB,ARF6,ARF5
SP110	 NDUFV2,OSGEP,ANXA7,TSC22D1,CDKN1A,SMN1,TK1,TTR,SMN2,CEBPA
SP140	 HSF1,SIRT2,TAF1,SP1,REST,UBC
SP140L	 APP,NEDD4,UBC
SP100	 SUMO1,CBX5,CBX3,SNIP1,SUMO2,HIPK2,UBE2I,SP100,TTF1,PLAGL2
CAB39	 STRADB,SMARCA4,SMARCC1,PRKAG1,FKBP5,PRKAG3,IQCB1,CEP290,MST4,TIMM13
ITM2C	 RNF7,STT3A,BACE1,MTNR1B,YWHAQ,RYK,PI4KA,GNAI2,GNAI3,CANX
GPR55	 MAPK3,MAPK1,MAPK10,MAPK11,MAPK14,MAPK6,MAPK7,MAPK4,MAPK8,MAPK9
PSMD1	 SMAD1,TRAF6,RPN2,PSMA6,PSMB6,PSMB2,RPN1,PSMA2,PSMA3,PSMA1
HTR2B	 GNAQ,GNA11,EGF,HTR2C,EPHB2,AGTR1,GNA14,GNA15,AVPR1B,AVPR1A
ARMC9	 PRPS2,APP,CTSC,DPP8,UBC,NPLOC4,CRTAP
B3GNT7	 ACAN,MUC17,MUC20,MUC21,MUC5B,LUM,MUC3A,MUC3B,FMOD,PRELP
NCL	 TOP1,FBL,DHX9,TCOF1,NOLC1,SSB,H1FX,HNRNPA1,RPL11,ILF3
NMUR1	 NMU,NMS,NMUR1,AVPR1B,AVPR1A,LTB4R2,TAS2R5,POMC,RXFP4,GPER1
PTMA	 PHB2,SET,MYC,ESR1,YWHAE,RAN,IL2,ESR2,CREBBP,HDAC1
PDE6D	 ARL2,RHEB,RAD23A,RPGR,ARL3,CETN3,RAB18,RAB13,CDC42,RAP1A
COPS7B	 COPS6,COPS5,COPS8,COPS2,COPS3,COPS4,COPS7A,GPS1,EIF3E,VPRBP
NPPC	 NPR3,PRL,VEGFA,NPR1,NPR2,MME,EDN1,ADM
DIS3L2	 COPS6,VIM,FEZ1,CBX2,VCL,HIST1H4A,LATS2,HIST1H2AE,CBX4,HIST1H2AB
ALPP	 PIGK,SUMO1,SUMO2,RANGAP1,BMP7,BMP6,BMP5,BMP4,BMP3,BMP2
ALPPL2	 GUCY2D,SLC25A22,CA2,UGCG,GUCY2F,ALPP,CORO1C,DCTN1,GNAI2,GNAI3
ALPI	 CASP10,CASP12,CASP14,CASP16,CASP4,CASP2,CASP6,CASP7,CASP5,CASP3
ECEL1	 USP19,UBC
PRSS56	 UBC
CHRND	 CHRNB4,CHRNA1,CHRNA3,CHRNE,CHRNB1,GRB2,CHRNB3,CHRNB2,CHRNA4,CHRNA5
CHRNG	 CHRNA1,CHRNB1,MUSK,CHRNA4,PTK2,CHRNE,CHRNB3,CHRNB2,CHRNB4,SRC
TIGD1	 APP
EIF4E2	 EIF4EBP1,EIF4ENIF1,KRT20,ARIH1,EIF4EBP3,EIF4G3,EIF4G1,GIGYF1,GIGYF2,KRTAP4-12
EFHD1	 PGRMC1,PSEN1,PAN2,KRT33B,HLA-A,FBXO11,TCHH,UBC
GIGYF2	 EIF4E2,GRB10,APC,RBM12,DIS3L,HSP90AA1,WBP11,ZNF598,SNRPB,PCK1
NGEF	 EPHA4,ATP5C1,RAC1,CDC42,EPHA6,EPHA3,EPHA2,EPHA1,EPHA8,EPHA7
NEU2	 IRF6,CA2
INPP5D	 SHC1,AKT1,LYN,IL4R,FCGR2B,AKT2,AKT3,PECAM1,GRB2,MET
ATG16L1	 IKBKG,ATG5,ATG12,TBK1,GAN,HSP90AB1,SNAPC4,CLTC,CCAR1,CCT2
SAG	 IFNG,IL2,ADRA1B,JUN,CHRM2,IL4,TNF,RHO,CD8A,CD79A
DGKD	 HAX1,IGSF21,DGKH,DGKD,TNFRSF14,PLCZ1,PLCG2,PLCG1,PLCE1,MYH2
USP40	 DDB2,DDB1,UBC
UGT1A8	 UGT1A,CDX2
UGT1A10	 APP
UGT1A9	 UGT2B7
UGT1A6	 AHR,UGT2B7,FOS,NFE2L2,PAH,FXYD2,JUNB,JUN,CREB1,UGT2B17
UGT1A4	 CYB5A
DNAJB3	 EWSR1,BAG3,UBC
UGT1A1	 AHR,SLC35A2,NR1I3,UGDH,MUC1,UGT1A,HNF1A,NR1I2,SFN,COPZ1
HJURP	 RUVBL1,NPM1,IMMT,HIST1H4A,STT3A,CENPA,HDAC11,RUVBL2,PRKDC,MDN1
TRPM8	 CA2,NRTN,CHAMP1,TXLNA,USP10,RTF1,SF3A3,ZC3H18
SPP2	 PLD4,PLD5,PLD6,PLD1,PLD3,PLD2,SPHK2,SPHK1,RHO,CA2
ARL4C	 UBQLN4,APP,UBC
SH3BP4	 EPS15,YWHAG,YWHAQ,HSPA5,MRGBP,FKBP4,MYC,GIPC1,DNAJA4,SFN
AGAP1	 SMN1,TK1,GRB7,SMN2,IRF2BP2,TRNAU1AP,PUS7,PDLIM5,APP,METTL3
GBX2	 OTX2,FGF8,TCF4,NANOG,TCF7L1,PAX7,PAX3,SHH,MSX1
ASB18	 TCEB2,CUL5,TCEB1,RBX1
IQCA1	 NISCH,UBC
ACKR3	 CXCL12,CXCR4,TNMD,CXCL11,EPHB2,VEGFA,IL8,ATP13A2,SUCNR1,GPER1
COPS8	 COPS3,COPS5,COPS4,GPS1,COPS2,COPS6,COPS8,GFER,COPS7B,COPS7A
COL6A3	 ITGB1,ITGA1,ITGA2,ITGB3,ITGA5,COL6A1,COL6A2,ITGAV,PXN,SDC1
MLPH	 RAB27B,RAB27A,MYO5A,ACTA1,RAB5C,RPH3A,UBC,MYO5C,RAB10,CUL2
PRLH	 PRL,PRLHR,INS
RAB17	 NUDT3,ACVR1,INS,SMURF2,S100A8,GDI2,GDI1,SLC2A4RG,SLC2A4,RAB11A
LRRFIP1	 FLII,RFC2,DHX9,MRE11A,TAF1,CAPZB,RPLP0,DPY30,RTCB,FKBP3
RAMP1	 S100A12,VIPR1,CALCA,OPN1LW,GPR182,IAPP,GNAS,ADM,ADRB2,ADRB3
UBE2F	 RNF34,NEDD8,SUMO1,EIF2B4,S100A11,TYK2,GPR37,STAT1,PRAME,RB1
SCLY	 ISCU,GNS,LNX2,SNRPD1,CKB,UBC,CREB3,EIF5,ZNF622,FERMT2
KLHL30-AS1	 LIN37
ILKAP	 ILK,TGFBR1,ACVR1,SMAD4,BMPR1B,GSK3B,HGS,UBC
HES6	 TNF,NOTCH1,RELA,NFKB1,IL6,NOTCH3,NOTCH4,NOTCH2,HES1,JUN
PER2	 CRY2,CRY1,CSNK1D,ARNTL,BTRC,TIMELESS,PER3,PER2,NPAS2,CTNNB1
TRAF3IP1	 DISC1,TRAF3,IL13RA1,IFT20,ACTG1,CKB,HSPA9,HSPA8,SNAP91,HSPA6
ASB1	 CUL5,RNF7,TCEB2,TCEB1,ASB2,ASB12,ASB6,ASB7,UBA1,UBE2D1
TWIST2	 MEF2C,FGF2,RUNX2,ETS2,CD7,TP53,TWIST1,MIR124-1,SREBF1,EP300
HDAC4	 PRDX2,CDKN1A,HDAC2,HDAC1,MEFV,RBBP4,HDAC9,YWHAE,RBBP7,HDAC4
NDUFA10	 NDUFV2,NDUFB9,NDUFB7,NDUFB5,NDUFB3,MT-ND1,NDUFB8,NDUFB11,NDUFB10,NDUFA12
OR6B2	 GNAL,GNB1,ARRB2,GNGT1,ADRBK2
PRR21	 RAD18,RAD52,RAD50,RAD17,RAD51,RAD21,RAD1,IRF3,IL8,TNF
OR6B3	 GNAL,GNB1,ARRB2,GNGT1,SRPK1,ADRBK2
GPC1	 FGF2,SLIT2,VEGFA,CALM3,BMP7,IFNG,BMP6,BMP5,BMP4,BMP3
DUSP28	 EPHB2,MAPK4,MAPK3,MAPK14,MAPK15,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13
RNPEPL1	 MIR124-1,UBC
CAPN10	 CAST,CA2,CASP12,CASP3,CASP8,CASP10,CASP14,CASP16,CASP6,CASP7
GPR35	 MAPK3,MAPK1,MAPK12,EGFR,MAPK14,MAPK10,MAPK11,MAPK13,MAPK6,MAPK7
KIF1A	 KIF1A,RXRA,AR,ESR1,GIT1,KIF5B,KIF5C,KIFAP3,KIF26A,KIF26B
AGXT	 TBP,SPTLC1,PLP1,GCG,SNCAIP,PEX5,IRF6,INS,TCF20,REN
SNED1	 KRTCAP2,AMFR
PASK	 INS,STK16,WDR5,PASK,PSMB1,FBL,NCF1,HECTD1,NFATC4,RGPD4
